firm_id,sector,size,stratum,split
650,SECTOR_HOSPITALITY,SIZE_MICRO_1_9,SECTOR_HOSPITALITY|SIZE_MICRO_1_9,val
651,SECTOR_RETAIL,SIZE_MICRO_1_9,SECTOR_RETAIL|SIZE_MICRO_1_9,train
652,SECTOR_TECH_SERVICES,SIZE_SMALL_10_49,SECTOR_TECH_SERVICES|SIZE_SMALL_10_49,test
653,SECTOR_CONSTRUCTION,SIZE_MEDIUM_50_249,SECTOR_CONSTRUCTION|SIZE_MEDIUM_50_249,train
654,SECTOR_HEALTHCARE_SMALL,SIZE_MICRO_1_9,SECTOR_HEALTHCARE_SMALL|SIZE_MICRO_1_9,test
655,SECTOR_OTHER,SIZE_MICRO_1_9,SECTOR_OTHER|SIZE_MICRO_1_9,train
656,SECTOR_TECH_SERVICES,SIZE_MICRO_1_9,SECTOR_TECH_SERVICES|SIZE_MICRO_1_9,val
657,SECTOR_RETAIL,SIZE_MICRO_1_9,SECTOR_RETAIL|SIZE_MICRO_1_9,train
658,SECTOR_MANUFACTURING_SMALL,SIZE_SMALL_10_49,SECTOR_MANUFACTURING_SMALL|SIZE_SMALL_10_49,test
659,SECTOR_HOSPITALITY,SIZE_MICRO_1_9,SECTOR_HOSPITALITY|SIZE_MICRO_1_9,train
660,SECTOR_CONSTRUCTION,SIZE_MEDIUM_50_249,SECTOR_CONSTRUCTION|SIZE_MEDIUM_50_249,train
661,SECTOR_RETAIL,SIZE_MICRO_1_9,SECTOR_RETAIL|SIZE_MICRO_1_9,train
662,SECTOR_CONSTRUCTION,SIZE_SMALL_10_49,SECTOR_CONSTRUCTION|SIZE_SMALL_10_49,train
663,SECTOR_CONSTRUCTION,SIZE_MICRO_1_9,SECTOR_CONSTRUCTION|SIZE_MICRO_1_9,train
664,SECTOR_TRANSPORT,SIZE_SMALL_10_49,SECTOR_TRANSPORT|SIZE_SMALL_10_49,val
665,SECTOR_TECH_SERVICES,SIZE_SMALL_10_49,SECTOR_TECH_SERVICES|SIZE_SMALL_10_49,val
666,SECTOR_PROFESSIONAL_SERVICES,SIZE_MICRO_1_9,SECTOR_PROFESSIONAL_SERVICES|SIZE_MICRO_1_9,train
667,SECTOR_HOSPITALITY,SIZE_MICRO_1_9,SECTOR_HOSPITALITY|SIZE_MICRO_1_9,test
668,SECTOR_TECH_SERVICES,SIZE_MICRO_1_9,SECTOR_TECH_SERVICES|SIZE_MICRO_1_9,test
669,SECTOR_TRANSPORT,SIZE_SMALL_10_49,SECTOR_TRANSPORT|SIZE_SMALL_10_49,test
670,SECTOR_RETAIL,SIZE_MICRO_1_9,SECTOR_RETAIL|SIZE_MICRO_1_9,train
671,SECTOR_CONSTRUCTION,SIZE_MICRO_1_9,SECTOR_CONSTRUCTION|SIZE_MICRO_1_9,train
672,SECTOR_PROFESSIONAL_SERVICES,SIZE_MICRO_1_9,SECTOR_PROFESSIONAL_SERVICES|SIZE_MICRO_1_9,train
673,SECTOR_MANUFACTURING_SMALL,SIZE_SMALL_10_49,SECTOR_MANUFACTURING_SMALL|SIZE_SMALL_10_49,train
674,SECTOR_TECH_SERVICES,SIZE_MICRO_1_9,SECTOR_TECH_SERVICES|SIZE_MICRO_1_9,train
675,SECTOR_TECH_SERVICES,SIZE_SMALL_10_49,SECTOR_TECH_SERVICES|SIZE_SMALL_10_49,train
676,SECTOR_HEALTHCARE_SMALL,SIZE_SMALL_10_49,SECTOR_HEALTHCARE_SMALL|SIZE_SMALL_10_49,train
677,SECTOR_TECH_SERVICES,SIZE_SMALL_10_49,SECTOR_TECH_SERVICES|SIZE_SMALL_10_49,val
678,SECTOR_MANUFACTURING_SMALL,SIZE_MICRO_1_9,SECTOR_MANUFACTURING_SMALL|SIZE_MICRO_1_9,train
679,SECTOR_HOSPITALITY,SIZE_SMALL_10_49,SECTOR_HOSPITALITY|SIZE_SMALL_10_49,train
680,SECTOR_CONSTRUCTION,SIZE_MICRO_1_9,SECTOR_CONSTRUCTION|SIZE_MICRO_1_9,train
681,SECTOR_OTHER,SIZE_MICRO_1_9,SECTOR_OTHER|SIZE_MICRO_1_9,train
682,SECTOR_OTHER,SIZE_SMALL_10_49,SECTOR_OTHER|SIZE_SMALL_10_49,train
683,SECTOR_OTHER,SIZE_MICRO_1_9,SECTOR_OTHER|SIZE_MICRO_1_9,val
684,SECTOR_HEALTHCARE_SMALL,SIZE_SMALL_10_49,SECTOR_HEALTHCARE_SMALL|SIZE_SMALL_10_49,train
685,SECTOR_MANUFACTURING_SMALL,SIZE_SMALL_10_49,SECTOR_MANUFACTURING_SMALL|SIZE_SMALL_10_49,test
686,SECTOR_TECH_SERVICES,SIZE_MICRO_1_9,SECTOR_TECH_SERVICES|SIZE_MICRO_1_9,train
687,SECTOR_CONSTRUCTION,SIZE_MICRO_1_9,SECTOR_CONSTRUCTION|SIZE_MICRO_1_9,train
688,SECTOR_HOSPITALITY,SIZE_MICRO_1_9,SECTOR_HOSPITALITY|SIZE_MICRO_1_9,test
689,SECTOR_TRANSPORT,SIZE_MICRO_1_9,SECTOR_TRANSPORT|SIZE_MICRO_1_9,train
690,SECTOR_OTHER,SIZE_MICRO_1_9,SECTOR_OTHER|SIZE_MICRO_1_9,train
691,SECTOR_TRANSPORT,SIZE_SMALL_10_49,SECTOR_TRANSPORT|SIZE_SMALL_10_49,train
692,SECTOR_CONSTRUCTION,SIZE_SMALL_10_49,SECTOR_CONSTRUCTION|SIZE_SMALL_10_49,val
693,SECTOR_TECH_SERVICES,SIZE_SMALL_10_49,SECTOR_TECH_SERVICES|SIZE_SMALL_10_49,train
694,SECTOR_TECH_SERVICES,SIZE_MICRO_1_9,SECTOR_TECH_SERVICES|SIZE_MICRO_1_9,train
695,SECTOR_TECH_SERVICES,SIZE_MICRO_1_9,SECTOR_TECH_SERVICES|SIZE_MICRO_1_9,train
696,SECTOR_RETAIL,SIZE_MICRO_1_9,SECTOR_RETAIL|SIZE_MICRO_1_9,train
697,SECTOR_CONSTRUCTION,SIZE_MICRO_1_9,SECTOR_CONSTRUCTION|SIZE_MICRO_1_9,train
698,SECTOR_RETAIL,SIZE_MICRO_1_9,SECTOR_RETAIL|SIZE_MICRO_1_9,val
699,SECTOR_HEALTHCARE_SMALL,SIZE_MEDIUM_50_249,SECTOR_HEALTHCARE_SMALL|SIZE_MEDIUM_50_249,test
700,SECTOR_RETAIL,SIZE_MEDIUM_50_249,SECTOR_RETAIL|SIZE_MEDIUM_50_249,val
701,SECTOR_MANUFACTURING_SMALL,SIZE_MEDIUM_50_249,SECTOR_MANUFACTURING_SMALL|SIZE_MEDIUM_50_249,train
702,SECTOR_CONSTRUCTION,SIZE_MICRO_1_9,SECTOR_CONSTRUCTION|SIZE_MICRO_1_9,train
703,SECTOR_OTHER,SIZE_SMALL_10_49,SECTOR_OTHER|SIZE_SMALL_10_49,train
704,SECTOR_CONSTRUCTION,SIZE_MICRO_1_9,SECTOR_CONSTRUCTION|SIZE_MICRO_1_9,test
705,SECTOR_PROFESSIONAL_SERVICES,SIZE_SMALL_10_49,SECTOR_PROFESSIONAL_SERVICES|SIZE_SMALL_10_49,train
706,SECTOR_PROFESSIONAL_SERVICES,SIZE_SMALL_10_49,SECTOR_PROFESSIONAL_SERVICES|SIZE_SMALL_10_49,train
707,SECTOR_MANUFACTURING_SMALL,SIZE_MICRO_1_9,SECTOR_MANUFACTURING_SMALL|SIZE_MICRO_1_9,train
708,SECTOR_OTHER,SIZE_SMALL_10_49,SECTOR_OTHER|SIZE_SMALL_10_49,train
709,SECTOR_CONSTRUCTION,SIZE_SMALL_10_49,SECTOR_CONSTRUCTION|SIZE_SMALL_10_49,train
710,SECTOR_HOSPITALITY,SIZE_MICRO_1_9,SECTOR_HOSPITALITY|SIZE_MICRO_1_9,train
711,SECTOR_HOSPITALITY,SIZE_MICRO_1_9,SECTOR_HOSPITALITY|SIZE_MICRO_1_9,test
712,SECTOR_HEALTHCARE_SMALL,SIZE_SMALL_10_49,SECTOR_HEALTHCARE_SMALL|SIZE_SMALL_10_49,train
713,SECTOR_HOSPITALITY,SIZE_MEDIUM_50_249,SECTOR_HOSPITALITY|SIZE_MEDIUM_50_249,train
714,SECTOR_PROFESSIONAL_SERVICES,SIZE_MICRO_1_9,SECTOR_PROFESSIONAL_SERVICES|SIZE_MICRO_1_9,train
715,SECTOR_MANUFACTURING_SMALL,SIZE_MICRO_1_9,SECTOR_MANUFACTURING_SMALL|SIZE_MICRO_1_9,train
716,SECTOR_CONSTRUCTION,SIZE_MICRO_1_9,SECTOR_CONSTRUCTION|SIZE_MICRO_1_9,train
717,SECTOR_OTHER,SIZE_SMALL_10_49,SECTOR_OTHER|SIZE_SMALL_10_49,test
718,SECTOR_PROFESSIONAL_SERVICES,SIZE_MICRO_1_9,SECTOR_PROFESSIONAL_SERVICES|SIZE_MICRO_1_9,val
719,SECTOR_TRANSPORT,SIZE_MICRO_1_9,SECTOR_TRANSPORT|SIZE_MICRO_1_9,train
720,SECTOR_PROFESSIONAL_SERVICES,SIZE_SMALL_10_49,SECTOR_PROFESSIONAL_SERVICES|SIZE_SMALL_10_49,train
721,SECTOR_MANUFACTURING_SMALL,SIZE_MICRO_1_9,SECTOR_MANUFACTURING_SMALL|SIZE_MICRO_1_9,train
722,SECTOR_OTHER,SIZE_MICRO_1_9,SECTOR_OTHER|SIZE_MICRO_1_9,train
723,SECTOR_TECH_SERVICES,SIZE_MICRO_1_9,SECTOR_TECH_SERVICES|SIZE_MICRO_1_9,train
724,SECTOR_CONSTRUCTION,SIZE_SMALL_10_49,SECTOR_CONSTRUCTION|SIZE_SMALL_10_49,train
725,SECTOR_RETAIL,SIZE_MICRO_1_9,SECTOR_RETAIL|SIZE_MICRO_1_9,val
726,SECTOR_TRANSPORT,SIZE_MICRO_1_9,SECTOR_TRANSPORT|SIZE_MICRO_1_9,train
727,SECTOR_CONSTRUCTION,SIZE_MICRO_1_9,SECTOR_CONSTRUCTION|SIZE_MICRO_1_9,train
728,SECTOR_TRANSPORT,SIZE_MICRO_1_9,SECTOR_TRANSPORT|SIZE_MICRO_1_9,train
729,SECTOR_PROFESSIONAL_SERVICES,SIZE_MICRO_1_9,SECTOR_PROFESSIONAL_SERVICES|SIZE_MICRO_1_9,val
730,SECTOR_PROFESSIONAL_SERVICES,SIZE_MICRO_1_9,SECTOR_PROFESSIONAL_SERVICES|SIZE_MICRO_1_9,train
731,SECTOR_CONSTRUCTION,SIZE_SMALL_10_49,SECTOR_CONSTRUCTION|SIZE_SMALL_10_49,train
732,SECTOR_RETAIL,SIZE_MEDIUM_50_249,SECTOR_RETAIL|SIZE_MEDIUM_50_249,train
733,SECTOR_TRANSPORT,SIZE_MICRO_1_9,SECTOR_TRANSPORT|SIZE_MICRO_1_9,train
734,SECTOR_CONSTRUCTION,SIZE_SMALL_10_49,SECTOR_CONSTRUCTION|SIZE_SMALL_10_49,val
735,SECTOR_TECH_SERVICES,SIZE_MICRO_1_9,SECTOR_TECH_SERVICES|SIZE_MICRO_1_9,train
736,SECTOR_OTHER,SIZE_MICRO_1_9,SECTOR_OTHER|SIZE_MICRO_1_9,train
737,SECTOR_HEALTHCARE_SMALL,SIZE_SMALL_10_49,SECTOR_HEALTHCARE_SMALL|SIZE_SMALL_10_49,train
738,SECTOR_HEALTHCARE_SMALL,SIZE_SMALL_10_49,SECTOR_HEALTHCARE_SMALL|SIZE_SMALL_10_49,train
739,SECTOR_TRANSPORT,SIZE_MICRO_1_9,SECTOR_TRANSPORT|SIZE_MICRO_1_9,train
740,SECTOR_HEALTHCARE_SMALL,SIZE_SMALL_10_49,SECTOR_HEALTHCARE_SMALL|SIZE_SMALL_10_49,train
741,SECTOR_PROFESSIONAL_SERVICES,SIZE_MICRO_1_9,SECTOR_PROFESSIONAL_SERVICES|SIZE_MICRO_1_9,train
742,SECTOR_PROFESSIONAL_SERVICES,SIZE_MICRO_1_9,SECTOR_PROFESSIONAL_SERVICES|SIZE_MICRO_1_9,train
743,SECTOR_MANUFACTURING_SMALL,SIZE_SMALL_10_49,SECTOR_MANUFACTURING_SMALL|SIZE_SMALL_10_49,train
744,SECTOR_HOSPITALITY,SIZE_MICRO_1_9,SECTOR_HOSPITALITY|SIZE_MICRO_1_9,train
745,SECTOR_PROFESSIONAL_SERVICES,SIZE_MICRO_1_9,SECTOR_PROFESSIONAL_SERVICES|SIZE_MICRO_1_9,train
746,SECTOR_HOSPITALITY,SIZE_SMALL_10_49,SECTOR_HOSPITALITY|SIZE_SMALL_10_49,train
747,SECTOR_OTHER,SIZE_SMALL_10_49,SECTOR_OTHER|SIZE_SMALL_10_49,train
748,SECTOR_PROFESSIONAL_SERVICES,SIZE_MICRO_1_9,SECTOR_PROFESSIONAL_SERVICES|SIZE_MICRO_1_9,train
749,SECTOR_OTHER,SIZE_MICRO_1_9,SECTOR_OTHER|SIZE_MICRO_1_9,train
750,SECTOR_HOSPITALITY,SIZE_MICRO_1_9,SECTOR_HOSPITALITY|SIZE_MICRO_1_9,train
751,SECTOR_HOSPITALITY,SIZE_SMALL_10_49,SECTOR_HOSPITALITY|SIZE_SMALL_10_49,train
752,SECTOR_OTHER,SIZE_SMALL_10_49,SECTOR_OTHER|SIZE_SMALL_10_49,train
753,SECTOR_PROFESSIONAL_SERVICES,SIZE_MICRO_1_9,SECTOR_PROFESSIONAL_SERVICES|SIZE_MICRO_1_9,train
754,SECTOR_CONSTRUCTION,SIZE_SMALL_10_49,SECTOR_CONSTRUCTION|SIZE_SMALL_10_49,train
755,SECTOR_HEALTHCARE_SMALL,SIZE_SMALL_10_49,SECTOR_HEALTHCARE_SMALL|SIZE_SMALL_10_49,train
756,SECTOR_TECH_SERVICES,SIZE_SMALL_10_49,SECTOR_TECH_SERVICES|SIZE_SMALL_10_49,test
757,SECTOR_RETAIL,SIZE_SMALL_10_49,SECTOR_RETAIL|SIZE_SMALL_10_49,test
758,SECTOR_MANUFACTURING_SMALL,SIZE_SMALL_10_49,SECTOR_MANUFACTURING_SMALL|SIZE_SMALL_10_49,train
759,SECTOR_MANUFACTURING_SMALL,SIZE_SMALL_10_49,SECTOR_MANUFACTURING_SMALL|SIZE_SMALL_10_49,train
760,SECTOR_RETAIL,SIZE_SMALL_10_49,SECTOR_RETAIL|SIZE_SMALL_10_49,train
761,SECTOR_HEALTHCARE_SMALL,SIZE_SMALL_10_49,SECTOR_HEALTHCARE_SMALL|SIZE_SMALL_10_49,train
762,SECTOR_PROFESSIONAL_SERVICES,SIZE_MEDIUM_50_249,SECTOR_PROFESSIONAL_SERVICES|SIZE_MEDIUM_50_249,train
763,SECTOR_HEALTHCARE_SMALL,SIZE_SMALL_10_49,SECTOR_HEALTHCARE_SMALL|SIZE_SMALL_10_49,train
764,SECTOR_TRANSPORT,SIZE_SMALL_10_49,SECTOR_TRANSPORT|SIZE_SMALL_10_49,test
765,SECTOR_TRANSPORT,SIZE_SMALL_10_49,SECTOR_TRANSPORT|SIZE_SMALL_10_49,train
766,SECTOR_TRANSPORT,SIZE_SMALL_10_49,SECTOR_TRANSPORT|SIZE_SMALL_10_49,test
767,SECTOR_TECH_SERVICES,SIZE_MICRO_1_9,SECTOR_TECH_SERVICES|SIZE_MICRO_1_9,train
768,SECTOR_HEALTHCARE_SMALL,SIZE_SMALL_10_49,SECTOR_HEALTHCARE_SMALL|SIZE_SMALL_10_49,train
769,SECTOR_PROFESSIONAL_SERVICES,SIZE_MICRO_1_9,SECTOR_PROFESSIONAL_SERVICES|SIZE_MICRO_1_9,train
770,SECTOR_TRANSPORT,SIZE_MICRO_1_9,SECTOR_TRANSPORT|SIZE_MICRO_1_9,train
771,SECTOR_PROFESSIONAL_SERVICES,SIZE_SMALL_10_49,SECTOR_PROFESSIONAL_SERVICES|SIZE_SMALL_10_49,test
772,SECTOR_HEALTHCARE_SMALL,SIZE_MICRO_1_9,SECTOR_HEALTHCARE_SMALL|SIZE_MICRO_1_9,val
773,SECTOR_MANUFACTURING_SMALL,SIZE_MICRO_1_9,SECTOR_MANUFACTURING_SMALL|SIZE_MICRO_1_9,train
774,SECTOR_HOSPITALITY,SIZE_MICRO_1_9,SECTOR_HOSPITALITY|SIZE_MICRO_1_9,train
775,SECTOR_TECH_SERVICES,SIZE_MICRO_1_9,SECTOR_TECH_SERVICES|SIZE_MICRO_1_9,train
776,SECTOR_TECH_SERVICES,SIZE_SMALL_10_49,SECTOR_TECH_SERVICES|SIZE_SMALL_10_49,train
777,SECTOR_HEALTHCARE_SMALL,SIZE_MICRO_1_9,SECTOR_HEALTHCARE_SMALL|SIZE_MICRO_1_9,train
778,SECTOR_HEALTHCARE_SMALL,SIZE_MICRO_1_9,SECTOR_HEALTHCARE_SMALL|SIZE_MICRO_1_9,val
779,SECTOR_RETAIL,SIZE_MICRO_1_9,SECTOR_RETAIL|SIZE_MICRO_1_9,train
780,SECTOR_OTHER,SIZE_SMALL_10_49,SECTOR_OTHER|SIZE_SMALL_10_49,train
781,SECTOR_MANUFACTURING_SMALL,SIZE_MICRO_1_9,SECTOR_MANUFACTURING_SMALL|SIZE_MICRO_1_9,train
782,SECTOR_RETAIL,SIZE_MEDIUM_50_249,SECTOR_RETAIL|SIZE_MEDIUM_50_249,train
783,SECTOR_CONSTRUCTION,SIZE_SMALL_10_49,SECTOR_CONSTRUCTION|SIZE_SMALL_10_49,train
784,SECTOR_HEALTHCARE_SMALL,SIZE_SMALL_10_49,SECTOR_HEALTHCARE_SMALL|SIZE_SMALL_10_49,train
785,SECTOR_OTHER,SIZE_MICRO_1_9,SECTOR_OTHER|SIZE_MICRO_1_9,train
786,SECTOR_HEALTHCARE_SMALL,SIZE_SMALL_10_49,SECTOR_HEALTHCARE_SMALL|SIZE_SMALL_10_49,train
787,SECTOR_HEALTHCARE_SMALL,SIZE_SMALL_10_49,SECTOR_HEALTHCARE_SMALL|SIZE_SMALL_10_49,val
788,SECTOR_OTHER,SIZE_MEDIUM_50_249,SECTOR_OTHER|SIZE_MEDIUM_50_249,train
789,SECTOR_HOSPITALITY,SIZE_MEDIUM_50_249,SECTOR_HOSPITALITY|SIZE_MEDIUM_50_249,train
790,SECTOR_TECH_SERVICES,SIZE_SMALL_10_49,SECTOR_TECH_SERVICES|SIZE_SMALL_10_49,val
791,SECTOR_HOSPITALITY,SIZE_MEDIUM_50_249,SECTOR_HOSPITALITY|SIZE_MEDIUM_50_249,train
792,SECTOR_TRANSPORT,SIZE_SMALL_10_49,SECTOR_TRANSPORT|SIZE_SMALL_10_49,train
793,SECTOR_HEALTHCARE_SMALL,SIZE_MICRO_1_9,SECTOR_HEALTHCARE_SMALL|SIZE_MICRO_1_9,val
794,SECTOR_CONSTRUCTION,SIZE_SMALL_10_49,SECTOR_CONSTRUCTION|SIZE_SMALL_10_49,val
795,SECTOR_MANUFACTURING_SMALL,SIZE_SMALL_10_49,SECTOR_MANUFACTURING_SMALL|SIZE_SMALL_10_49,val
796,SECTOR_RETAIL,SIZE_MICRO_1_9,SECTOR_RETAIL|SIZE_MICRO_1_9,train
797,SECTOR_RETAIL,SIZE_MEDIUM_50_249,SECTOR_RETAIL|SIZE_MEDIUM_50_249,val
798,SECTOR_OTHER,SIZE_MICRO_1_9,SECTOR_OTHER|SIZE_MICRO_1_9,train
799,SECTOR_TRANSPORT,SIZE_SMALL_10_49,SECTOR_TRANSPORT|SIZE_SMALL_10_49,train
800,SECTOR_TECH_SERVICES,SIZE_SMALL_10_49,SECTOR_TECH_SERVICES|SIZE_SMALL_10_49,train
801,SECTOR_HOSPITALITY,SIZE_MEDIUM_50_249,SECTOR_HOSPITALITY|SIZE_MEDIUM_50_249,train
802,SECTOR_OTHER,SIZE_SMALL_10_49,SECTOR_OTHER|SIZE_SMALL_10_49,test
803,SECTOR_HOSPITALITY,SIZE_SMALL_10_49,SECTOR_HOSPITALITY|SIZE_SMALL_10_49,test
804,SECTOR_RETAIL,SIZE_MICRO_1_9,SECTOR_RETAIL|SIZE_MICRO_1_9,train
805,SECTOR_MANUFACTURING_SMALL,SIZE_MICRO_1_9,SECTOR_MANUFACTURING_SMALL|SIZE_MICRO_1_9,train
806,SECTOR_RETAIL,SIZE_SMALL_10_49,SECTOR_RETAIL|SIZE_SMALL_10_49,train
807,SECTOR_RETAIL,SIZE_MICRO_1_9,SECTOR_RETAIL|SIZE_MICRO_1_9,train
808,SECTOR_HOSPITALITY,SIZE_MICRO_1_9,SECTOR_HOSPITALITY|SIZE_MICRO_1_9,val
809,SECTOR_OTHER,SIZE_SMALL_10_49,SECTOR_OTHER|SIZE_SMALL_10_49,train
810,SECTOR_HEALTHCARE_SMALL,SIZE_SMALL_10_49,SECTOR_HEALTHCARE_SMALL|SIZE_SMALL_10_49,train
811,SECTOR_TRANSPORT,SIZE_MICRO_1_9,SECTOR_TRANSPORT|SIZE_MICRO_1_9,train
812,SECTOR_RETAIL,SIZE_MICRO_1_9,SECTOR_RETAIL|SIZE_MICRO_1_9,train
813,SECTOR_HEALTHCARE_SMALL,SIZE_MICRO_1_9,SECTOR_HEALTHCARE_SMALL|SIZE_MICRO_1_9,train
814,SECTOR_RETAIL,SIZE_MEDIUM_50_249,SECTOR_RETAIL|SIZE_MEDIUM_50_249,train
815,SECTOR_MANUFACTURING_SMALL,SIZE_MICRO_1_9,SECTOR_MANUFACTURING_SMALL|SIZE_MICRO_1_9,train
816,SECTOR_CONSTRUCTION,SIZE_MICRO_1_9,SECTOR_CONSTRUCTION|SIZE_MICRO_1_9,train
817,SECTOR_HEALTHCARE_SMALL,SIZE_MICRO_1_9,SECTOR_HEALTHCARE_SMALL|SIZE_MICRO_1_9,train
818,SECTOR_HOSPITALITY,SIZE_SMALL_10_49,SECTOR_HOSPITALITY|SIZE_SMALL_10_49,val
819,SECTOR_MANUFACTURING_SMALL,SIZE_MICRO_1_9,SECTOR_MANUFACTURING_SMALL|SIZE_MICRO_1_9,train
820,SECTOR_TRANSPORT,SIZE_MICRO_1_9,SECTOR_TRANSPORT|SIZE_MICRO_1_9,test
821,SECTOR_RETAIL,SIZE_MICRO_1_9,SECTOR_RETAIL|SIZE_MICRO_1_9,train
822,SECTOR_HOSPITALITY,SIZE_MICRO_1_9,SECTOR_HOSPITALITY|SIZE_MICRO_1_9,train
823,SECTOR_HEALTHCARE_SMALL,SIZE_SMALL_10_49,SECTOR_HEALTHCARE_SMALL|SIZE_SMALL_10_49,train
824,SECTOR_MANUFACTURING_SMALL,SIZE_MEDIUM_50_249,SECTOR_MANUFACTURING_SMALL|SIZE_MEDIUM_50_249,train
825,SECTOR_HEALTHCARE_SMALL,SIZE_SMALL_10_49,SECTOR_HEALTHCARE_SMALL|SIZE_SMALL_10_49,train
826,SECTOR_TECH_SERVICES,SIZE_MICRO_1_9,SECTOR_TECH_SERVICES|SIZE_MICRO_1_9,test
827,SECTOR_MANUFACTURING_SMALL,SIZE_SMALL_10_49,SECTOR_MANUFACTURING_SMALL|SIZE_SMALL_10_49,train
828,SECTOR_CONSTRUCTION,SIZE_MICRO_1_9,SECTOR_CONSTRUCTION|SIZE_MICRO_1_9,train
829,SECTOR_TRANSPORT,SIZE_MEDIUM_50_249,SECTOR_TRANSPORT|SIZE_MEDIUM_50_249,train
830,SECTOR_PROFESSIONAL_SERVICES,SIZE_MICRO_1_9,SECTOR_PROFESSIONAL_SERVICES|SIZE_MICRO_1_9,train
831,SECTOR_TECH_SERVICES,SIZE_SMALL_10_49,SECTOR_TECH_SERVICES|SIZE_SMALL_10_49,val
832,SECTOR_TECH_SERVICES,SIZE_MICRO_1_9,SECTOR_TECH_SERVICES|SIZE_MICRO_1_9,test
833,SECTOR_CONSTRUCTION,SIZE_MICRO_1_9,SECTOR_CONSTRUCTION|SIZE_MICRO_1_9,train
834,SECTOR_PROFESSIONAL_SERVICES,SIZE_MICRO_1_9,SECTOR_PROFESSIONAL_SERVICES|SIZE_MICRO_1_9,train
835,SECTOR_OTHER,SIZE_SMALL_10_49,SECTOR_OTHER|SIZE_SMALL_10_49,train
836,SECTOR_TECH_SERVICES,SIZE_MICRO_1_9,SECTOR_TECH_SERVICES|SIZE_MICRO_1_9,train
837,SECTOR_TRANSPORT,SIZE_MICRO_1_9,SECTOR_TRANSPORT|SIZE_MICRO_1_9,train
838,SECTOR_HEALTHCARE_SMALL,SIZE_MICRO_1_9,SECTOR_HEALTHCARE_SMALL|SIZE_MICRO_1_9,train
839,SECTOR_TECH_SERVICES,SIZE_MICRO_1_9,SECTOR_TECH_SERVICES|SIZE_MICRO_1_9,train
840,SECTOR_HOSPITALITY,SIZE_MICRO_1_9,SECTOR_HOSPITALITY|SIZE_MICRO_1_9,train
841,SECTOR_MANUFACTURING_SMALL,SIZE_MICRO_1_9,SECTOR_MANUFACTURING_SMALL|SIZE_MICRO_1_9,train
842,SECTOR_OTHER,SIZE_SMALL_10_49,SECTOR_OTHER|SIZE_SMALL_10_49,train
843,SECTOR_OTHER,SIZE_MICRO_1_9,SECTOR_OTHER|SIZE_MICRO_1_9,train
844,SECTOR_RETAIL,SIZE_SMALL_10_49,SECTOR_RETAIL|SIZE_SMALL_10_49,train
845,SECTOR_TRANSPORT,SIZE_SMALL_10_49,SECTOR_TRANSPORT|SIZE_SMALL_10_49,train
846,SECTOR_TECH_SERVICES,SIZE_MICRO_1_9,SECTOR_TECH_SERVICES|SIZE_MICRO_1_9,val
847,SECTOR_CONSTRUCTION,SIZE_SMALL_10_49,SECTOR_CONSTRUCTION|SIZE_SMALL_10_49,train
848,SECTOR_TECH_SERVICES,SIZE_MICRO_1_9,SECTOR_TECH_SERVICES|SIZE_MICRO_1_9,train
849,SECTOR_PROFESSIONAL_SERVICES,SIZE_MEDIUM_50_249,SECTOR_PROFESSIONAL_SERVICES|SIZE_MEDIUM_50_249,val
850,SECTOR_MANUFACTURING_SMALL,SIZE_MICRO_1_9,SECTOR_MANUFACTURING_SMALL|SIZE_MICRO_1_9,train
851,SECTOR_PROFESSIONAL_SERVICES,SIZE_MICRO_1_9,SECTOR_PROFESSIONAL_SERVICES|SIZE_MICRO_1_9,train
852,SECTOR_MANUFACTURING_SMALL,SIZE_MICRO_1_9,SECTOR_MANUFACTURING_SMALL|SIZE_MICRO_1_9,val
853,SECTOR_HEALTHCARE_SMALL,SIZE_MICRO_1_9,SECTOR_HEALTHCARE_SMALL|SIZE_MICRO_1_9,train
854,SECTOR_OTHER,SIZE_SMALL_10_49,SECTOR_OTHER|SIZE_SMALL_10_49,train
855,SECTOR_HEALTHCARE_SMALL,SIZE_SMALL_10_49,SECTOR_HEALTHCARE_SMALL|SIZE_SMALL_10_49,train
856,SECTOR_HOSPITALITY,SIZE_SMALL_10_49,SECTOR_HOSPITALITY|SIZE_SMALL_10_49,train
857,SECTOR_MANUFACTURING_SMALL,SIZE_SMALL_10_49,SECTOR_MANUFACTURING_SMALL|SIZE_SMALL_10_49,test
858,SECTOR_TRANSPORT,SIZE_MICRO_1_9,SECTOR_TRANSPORT|SIZE_MICRO_1_9,test
859,SECTOR_TRANSPORT,SIZE_MICRO_1_9,SECTOR_TRANSPORT|SIZE_MICRO_1_9,train
860,SECTOR_HEALTHCARE_SMALL,SIZE_MICRO_1_9,SECTOR_HEALTHCARE_SMALL|SIZE_MICRO_1_9,train
861,SECTOR_TRANSPORT,SIZE_MICRO_1_9,SECTOR_TRANSPORT|SIZE_MICRO_1_9,train
862,SECTOR_CONSTRUCTION,SIZE_MICRO_1_9,SECTOR_CONSTRUCTION|SIZE_MICRO_1_9,train
863,SECTOR_PROFESSIONAL_SERVICES,SIZE_MICRO_1_9,SECTOR_PROFESSIONAL_SERVICES|SIZE_MICRO_1_9,train
864,SECTOR_MANUFACTURING_SMALL,SIZE_MEDIUM_50_249,SECTOR_MANUFACTURING_SMALL|SIZE_MEDIUM_50_249,train
